,id,name,full_name,html_url,description,language,created_at,stargazers_count,forks_count,open_issues_count,size,topics,license,owner_login,owner_type,archived
10,448501202,TMoe,cinit/TMoe,https://github.com/cinit/TMoe,An Xposed module for Telegram clients,Java,2022-01-16 08:46:55+00:00,1329,161,17,0.662,"['android', 'telegram', 'xposed', 'xposed-module']",gpl-3.0,cinit,User,False
11,448849019,nuclei-burp-plugin,projectdiscovery/nuclei-burp-plugin,https://github.com/projectdiscovery/nuclei-burp-plugin,Nuclei plugin for BurpSuite,Java,2022-01-17 10:31:33+00:00,1297,129,8,63.141,[],mit,projectdiscovery,Organization,False
12,444186294,api.congress.gov,LibraryOfCongress/api.congress.gov,https://github.com/LibraryOfCongress/api.congress.gov,congress.gov API,Java,2022-01-03 20:09:27+00:00,842,69,67,1.245,[],,LibraryOfCongress,Organization,False
13,446459045,dpt-shell,luoyesiqiu/dpt-shell,https://github.com/luoyesiqiu/dpt-shell,An android Dex protection shell implementation,Java,2022-01-10 14:36:46+00:00,802,277,25,10.724,"['aab', 'android', 'apk', 'apk-protection', 'dex', 'security-tools', 'shell']",mit,luoyesiqiu,User,False
14,450825576,Clock,BlackyHawky/Clock,https://github.com/BlackyHawky/Clock,"Customizable and privacy-conscious open-source clock, based on AOSP Clock",Java,2022-01-22 13:29:52+00:00,656,42,25,68.085,"['alarm', 'analog-clock', 'android', 'android15', 'aosp-clock', 'clock', 'clock-java', 'clockwidget', 'digital-clock', 'fdroid', 'foss', 'izzyondroid', 'java', 'material-design', 'material-ui', 'material3', 'screensaver', 'stopwatch', 'timer', 'widget']",gpl-3.0,BlackyHawky,User,False
15,444757319,Sylas,Acmesec/Sylas,https://github.com/Acmesec/Sylas,新一代子域名主/被动收集工具 - Subdomain automatic/passive collection tool,Java,2022-01-05 10:16:09+00:00,493,51,8,2.85,"['burp-extensions', 'burp-plugin', 'burpsuite-extender', 'burpsuite-tools', 'scan', 'scanner', 'scanner-web', 'subdomain-finder', 'subdomain-scanner']",gpl-3.0,Acmesec,Organization,False
16,449904383,junit5-exemplos,willyancaetano/junit5-exemplos,https://github.com/willyancaetano/junit5-exemplos,Repositório com exemplos utilizando JUnit 5,Java,2022-01-20 00:47:54+00:00,492,264,1,0.032,[],mit,willyancaetano,User,False
17,446693442,coding-more,itwanger/coding-more,https://github.com/itwanger/coding-more,coding-more 是一套成熟的学习教程网站，包括前台网站内容展示系统，以及后台网站内容管理系统，采用时下最流行的 Spring Boot + Vue 的前后端分离架构。前台展示系统包括首页门户、文章展示、文章搜索、文章推荐等等模块。后台管理系统包括文章管理、统计报表、权限管理等模块。,Java,2022-01-11 05:47:15+00:00,430,116,2,7.884,[],apache-2.0,itwanger,User,False
18,453137046,eden-demo-cola,shiyindaxiaojie/eden-demo-cola,https://github.com/shiyindaxiaojie/eden-demo-cola,阿里巴巴 COLA 架构，基于个人对 DDD、CQRS、SOLID 等设计思想的理解，在企业完成生产落地。,Java,2022-01-28 16:24:22+00:00,401,79,6,1.804,"['alibaba', 'architect', 'cola4', 'demo', 'spring-boot']",apache-2.0,shiyindaxiaojie,User,False
19,444907542,MixinExtras,LlamaLad7/MixinExtras,https://github.com/LlamaLad7/MixinExtras,Companion library to SpongePowered Mixin with many custom injectors for a more expressive experience.,Java,2022-01-05 18:19:55+00:00,389,22,10,0.9590000000000001,"['bytecode-manipulation', 'java', 'mixin']",mit,LlamaLad7,User,False
20,450540635,sample-spring-kafka-microservices,piomin/sample-spring-kafka-microservices,https://github.com/piomin/sample-spring-kafka-microservices,Example microservices showing how to use Kafka and Kafka Streams with Spring Boot on the example of distributed transactions implementations with the SAGA pattern ,Java,2022-01-21 15:21:34+00:00,378,184,2,0.528,"['kafka', 'kafka-streams', 'spring-boot', 'spring-kafka']",gpl-3.0,piomin,User,False
21,449173349,Urldns,kezibei/Urldns,https://github.com/kezibei/Urldns,,Java,2022-01-18 06:51:51+00:00,337,40,0,7.5280000000000005,[],,kezibei,User,False
22,449586786,asmoboot,RotaNova/asmoboot,https://github.com/RotaNova/asmoboot,Java低代码快速开发框架，含轻量级数据中台、轻量级物联网平台、基于ZLmediakit的流媒体平台等。基于该框架开发的智慧安防平台项目：https://github.com/RotaNova/isc ,Java,2022-01-19 07:16:33+00:00,311,103,2,31.955,"['aliyun-iot', 'amis', 'easyapi', 'easycvr', 'jeecgboot', 'jetlinks', 'low-code', 'ruoyi']",apache-2.0,RotaNova,Organization,False
23,454281760,jit-groups,GoogleCloudPlatform/jit-groups,https://github.com/GoogleCloudPlatform/jit-groups,"JIT Groups is an open source application that lets you implement secure, self-service access management for Google Cloud using groups.",Java,2022-02-01 06:16:00+00:00,276,48,18,10.012,"['gcp', 'google-cloud', 'iam', 'privileged-access-management', 'security']",apache-2.0,GoogleCloudPlatform,Organization,False
24,445442234,JavaPassDump,corener/JavaPassDump,https://github.com/corener/JavaPassDump,JavaPassDump,Java,2022-01-07 07:56:12+00:00,266,15,0,1.05,[],,corener,User,False
25,444546191,BladePlayer,vhaudiquet/BladePlayer,https://github.com/vhaudiquet/BladePlayer,Android music player that plays from multiple sources,Java,2022-01-04 19:56:03+00:00,246,16,21,8.424,"['android', 'android-application', 'music', 'music-player', 'player', 'spotify']",apache-2.0,vhaudiquet,User,False
26,444655738,fastjson_payload,kezibei/fastjson_payload,https://github.com/kezibei/fastjson_payload,,Java,2022-01-05 03:52:20+00:00,228,30,0,0.069,[],,kezibei,User,False
27,450909811,DonationExecutor,link1107/DonationExecutor,https://github.com/link1107/DonationExecutor,"Плагин для ру-стримеров, генерирующий события на сервере Minecraft (Spigot/Paper) на основании донатов с ""Donation Alerts""",Java,2022-01-22 19:02:11+00:00,221,24,20,0.15,[],agpl-3.0,link1107,User,False
28,452027059,LavaSrc,topi314/LavaSrc,https://github.com/topi314/LavaSrc,A collection of additional Lavaplayer/Lavalink Sources,Java,2022-01-25 20:13:07+00:00,219,83,11,0.871,"['applemusic', 'deezer', 'hacktoberfest', 'lavalink', 'lavalink-plugin', 'lavaplayer', 'lavaplayer-source-manager', 'source-manager', 'spotify', 'yandex-music']",apache-2.0,topi314,User,False
29,447723211,pathetic,bsommerfeld/pathetic,https://github.com/bsommerfeld/pathetic,Java 3D Astar Pathfinding Library,Java,2022-01-13 19:17:19+00:00,217,18,0,5.842,"['3d', 'astar', 'astar-java', 'astar-search', 'heuristic-search-algorithms', 'heuristics', 'java', 'pathfinder', 'pathfinding', 'pathing']",mit,bsommerfeld,User,False
30,452776955,Spleeter-Android-iOS,FaceOnLive/Spleeter-Android-iOS,https://github.com/FaceOnLive/Spleeter-Android-iOS,"On-device, Offline Spleeter Solution For Mobile",Java,2022-01-27 17:22:57+00:00,217,49,1,186.845,"['android', 'audio-processing', 'deep-learning', 'edge-ai', 'ios', 'spleeter', 'vocals']",,FaceOnLive,Organization,False
31,449344980,selenium-java-test-automation-architecture,Tahanima/selenium-java-test-automation-architecture,https://github.com/Tahanima/selenium-java-test-automation-architecture,Ready-to-use UI Test Automation Architecture using Java and Selenium WebDriver.,Java,2022-01-18 15:42:32+00:00,208,110,5,0.181,"['assertj', 'cicd', 'data-driven-tests', 'e2e-boilerplate', 'e2e-framework', 'extentreports', 'github-actions', 'java', 'selenium', 'selenium-webdriver', 'test-automation', 'test-automation-framework', 'test-automation-java', 'testing', 'testng', 'webdriver']",mit,Tahanima,User,False
32,445944313,SSVM,xxDark/SSVM,https://github.com/xxDark/SSVM,Java VM running on a JVM,Java,2022-01-08 22:42:02+00:00,204,20,4,1.626,"['deobfuscation', 'java', 'vm']",mit,xxDark,User,False
33,453439489,luajava,gudzpoz/luajava,https://github.com/gudzpoz/luajava,"Lua for Java on Windows, Mac OS X, Linux, Android. 5.1, 5.2, 5.3, 5.4, LuaJ or LuaJIT.",Java,2022-01-29 15:39:03+00:00,204,29,21,6.305,"['java', 'jvm', 'lua', 'luajava', 'luajit', 'scripting']",other,gudzpoz,User,False
34,449983234,hapjs,hapjs-platform/hapjs,https://github.com/hapjs-platform/hapjs,快应用标准框架实现，支持快应用的加载、运行、渲染，提供必要API的支持,Java,2022-01-20 06:36:43+00:00,204,112,65,87.909,[],apache-2.0,hapjs-platform,Organization,False
35,453771731,mybatis-sql-viewer,linyimin0812/mybatis-sql-viewer,https://github.com/linyimin0812/mybatis-sql-viewer,convert mybatis xml to sql statement; mybatis param mock; sql specification check; sql index check; sql execution; sql stress; mybatis sql scan,Java,2022-01-30 18:54:06+00:00,204,41,28,18.164,"['intellij-plugin', 'java', 'mybatis', 'mysql', 'sql']",mit,linyimin0812,User,False
36,452134433,rocketmq-mqtt,apache/rocketmq-mqtt,https://github.com/apache/rocketmq-mqtt,Apache rocketmq,Java,2022-01-26 03:59:30+00:00,198,69,37,1.011,[],apache-2.0,apache,Organization,False
37,450158545,TouchDroid,SKRInternationals/TouchDroid,https://github.com/SKRInternationals/TouchDroid,An Android App that can be used as laptop touchpad via local Network,Java,2022-01-20 15:47:22+00:00,190,9,9,2.838,"['android', 'network']",gpl-3.0,SKRInternationals,Organization,False
38,450366951,ProjectUnityPublic,AvantTeam/ProjectUnityPublic,https://github.com/AvantTeam/ProjectUnityPublic,"A public, stripped down workspace of the Project Unity mod, a mega-collaboration Mindustry mod. Not intended to be played yet; this is purely for code publicity and healthy competition reasons.",Java,2022-01-21 05:37:52+00:00,180,31,19,4.92,"['mindustry-mod', 'mindustry-mod-v7', 'mod']",gpl-3.0,AvantTeam,Organization,False
39,451138937,raknetify,RelativityMC/raknetify,https://github.com/RelativityMC/raknetify,A Fabric mod / Velocity plugin / BungeeCord plugin that uses RakNet to improve multiplayer experience significantly under unreliable and rate-limited connections.,Java,2022-01-23 15:02:49+00:00,176,5,23,0.9390000000000001,"['bungeecord', 'bungeecord-plugin', 'fabric', 'fabric-mod', 'minecraft', 'raknet', 'udp', 'velocity', 'velocity-plugin']",mit,RelativityMC,Organization,False
40,451349514,jpg2gif,hellodk34/jpg2gif,https://github.com/hellodk34/jpg2gif,把telegram导出的jpg/jpeg/png静态表情图片转换成微信能够导入的.gif文件,Java,2022-01-24 06:53:15+00:00,175,7,0,2.776,"['sticker', 'stickers', 'telegram']",mit,hellodk34,User,False
41,453866093,WindSpigot,Wind-Development/WindSpigot,https://github.com/Wind-Development/WindSpigot,"A performant, multithreaded Minecraft server software for version 1.8.8.",Java,2022-01-31 03:18:58+00:00,169,59,25,4.963,"['minecraft', 'multithreading', 'optimization', 'pvp', 'spigot']",gpl-3.0,Wind-Development,Organization,True
42,446896170,BTIGhidra,trailofbits/BTIGhidra,https://github.com/trailofbits/BTIGhidra,Binary Type Inference Ghidra Plugin,Java,2022-01-11 16:22:44+00:00,167,14,12,22.975,[],gpl-3.0,trailofbits,Organization,False
43,444249004,SpringBoot-Admin,wdjisn/SpringBoot-Admin,https://github.com/wdjisn/SpringBoot-Admin,基于SpringBoot、Vue开发的通用后台管理系统，做到开箱即用，为新项目开发省去了基础功能开发的步骤。此系统主要包含：登录、注销、可视化数据大屏、管理员、角色管理、菜单管理、权限管理、错误日志、登录日志、操作日志、七牛云上传等功能。后端主要使用MySQL、MyBatis-Plus、Redis、Sa-Token权限认证框架、validation、七牛云、Elasticsearch等技术。拥有多线程配置类、定时任务、异步任务等示例。,Java,2022-01-04 01:29:21+00:00,165,21,0,0.723,"['elasticsearch', 'es', 'mybatis', 'mybatis-plus', 'mysql', 'qiniu', 'redis', 'sa-token', 'spring-boot', 'springboot', 'validate', 'vue']",,wdjisn,User,False
44,454366109,geodesk,clarisma/geodesk,https://github.com/clarisma/geodesk,Fast and storage-efficient spatial database engine for OpenStreetMap data,Java,2022-02-01 11:45:10+00:00,163,4,41,0.81,"['database', 'geodesk', 'geospatial', 'gis', 'openstreetmap']",apache-2.0,clarisma,User,False
45,445340244,reload4j,qos-ch/reload4j,https://github.com/qos-ch/reload4j,reload4j is a drop-in replacement for log4j 1.2.17,Java,2022-01-06 23:31:37+00:00,160,26,24,13.001,"['java', 'logging']",apache-2.0,qos-ch,Organization,False
46,450453128,dubbo-gateway,smallbeanteng/dubbo-gateway,https://github.com/smallbeanteng/dubbo-gateway,dubbo-gateway 高性能dubbo网关，提供了http协议到dubbo协议的转换，同时支持REACTIVE或SERVLET类型网关或微服务项目的整合,Java,2022-01-21 10:46:01+00:00,160,44,0,0.259,[],apache-2.0,smallbeanteng,User,False
47,450603654,in-app-purchases-subscription,wdtheprovider/in-app-purchases-subscription,https://github.com/wdtheprovider/in-app-purchases-subscription,Working on Android In-App Purchases for Google Play billing library with the latest version 8.0.0+,Java,2022-01-21 18:43:43+00:00,156,42,3,24.025,"['android', 'google-billing-library', 'in-app-purchases', 'java', 'wdtheprovider']",,wdtheprovider,User,False
48,448743716,Entity_Texture_Features,Traben-0/Entity_Texture_Features,https://github.com/Traben-0/Entity_Texture_Features,"A Minecraft Fabric & Forge mod that adds random, emissive & blinking textures for mobs, skins and much more! ",Java,2022-01-17 03:36:58+00:00,153,34,100,27.044,"['minecraft', 'minecraft-forge', 'minecraft-mod', 'mod']",lgpl-3.0,Traben-0,User,False
49,444015340,TerraBlender,Glitchfiend/TerraBlender,https://github.com/Glitchfiend/TerraBlender,TerraBlender is a library mod for adding biomes in a simple and compatible manner with Minecraft's new biome/terrain system.,Java,2022-01-03 10:07:21+00:00,146,38,33,0.731,[],lgpl-3.0,Glitchfiend,Organization,False
50,444403283,maven-build-cache-extension,apache/maven-build-cache-extension,https://github.com/apache/maven-build-cache-extension,Apache Maven Build Cache Extension,Java,2022-01-04 12:02:15+00:00,146,55,72,1.284,"['apache-maven', 'build-management', 'java', 'maven']",apache-2.0,apache,Organization,False
51,445153301,ForgeDevEnv,CleanroomMC/ForgeDevEnv,https://github.com/CleanroomMC/ForgeDevEnv,Template workspace for modding Minecraft 1.12.2,Java,2022-01-06 11:56:31+00:00,146,55,8,0.17200000000000001,"['coremod', 'forge', 'gradle', 'minecraft', 'mixin', 'modding', 'template']",mit,CleanroomMC,Organization,False
52,445980721,ChatApplication,JayaramachandranAugustin/ChatApplication,https://github.com/JayaramachandranAugustin/ChatApplication,Spring boot websocket backend and reactjs client,Java,2022-01-09 03:07:06+00:00,139,88,4,0.373,[],,JayaramachandranAugustin,User,False
53,447723398,memq,pinterest/memq,https://github.com/pinterest/memq,"MemQ is an efficient, scalable cloud native PubSub system",Java,2022-01-13 19:18:03+00:00,138,15,7,0.8170000000000001,"['big-data', 'distributed-systems', 'kafka', 'pubsub']",apache-2.0,pinterest,Organization,False
54,447048736,minecraft-stress-test,PureGero/minecraft-stress-test,https://github.com/PureGero/minecraft-stress-test,Automate the stress testing of a Minecraft server network using bots,Java,2022-01-12 02:22:15+00:00,136,32,2,0.069,[],mit,PureGero,User,False
55,444845981,gradle-plugins-howto,jjohannes/gradle-plugins-howto,https://github.com/jjohannes/gradle-plugins-howto,How to write Gradle plugins - answers to common questions and alternative implementation solutions,Java,2022-01-05 15:03:28+00:00,135,8,1,0.245,"['gradle', 'groovy', 'java', 'kotlin', 'plugins', 'scala']",apache-2.0,jjohannes,User,False
56,452513779,httpx,servicex-sh/httpx,https://github.com/servicex-sh/httpx,httpx - CLI to test HTTP/gRPC/RSocket/Kafka... services by HTTP DSL,Java,2022-01-27 02:33:37+00:00,135,9,13,0.859,[],apache-2.0,servicex-sh,Organization,False
57,448215561,navicat_password_decrypt,Zhuoyuan1/navicat_password_decrypt,https://github.com/Zhuoyuan1/navicat_password_decrypt,"忘记navicat密码时,此工具可以帮您查看密码",Java,2022-01-15 07:54:55+00:00,134,27,0,0.074,"['java', 'navicat']",mit,Zhuoyuan1,User,False
58,445105257,tabby-path-finder,tabby-sec/tabby-path-finder,https://github.com/tabby-sec/tabby-path-finder,A neo4j procedure for tabby,Java,2022-01-06 09:01:45+00:00,134,8,2,0.108,[],,tabby-sec,Organization,False
59,450807286,spring-boot-security-login,bezkoder/spring-boot-security-login,https://github.com/bezkoder/spring-boot-security-login,"Spring Boot + Spring Security: Login and Registration example with JWT, H2 Database and HttpOnly Cookie",Java,2022-01-22 12:11:49+00:00,133,54,6,0.145,"['authentication', 'authorization', 'httponly-cookie', 'jwt', 'jwt-auth', 'jwt-authentication', 'jwt-token', 'login', 'registration', 'spring-boot', 'spring-security']",,bezkoder,User,False
60,444030466,matches-simulator-app,digitalinnovationone/matches-simulator-app,https://github.com/digitalinnovationone/matches-simulator-app,App Android Nativo de Simulação de Partidas,Java,2022-01-03 11:04:33+00:00,131,78,1,0.171,[],,digitalinnovationone,Organization,False
61,448969503,webcall-android,mehrvarz/webcall-android,https://github.com/mehrvarz/webcall-android,WebCall for Android - Web-Telephony P2P Messaging File-Exchange E2E-Encryption No-SIM,Java,2022-01-17 16:33:50+00:00,130,12,8,3.373,"['always-on', 'filetransfer', 'nfc', 'p2p', 'telephony', 'videocall', 'webrtc']",gpl-3.0,mehrvarz,User,False
62,450104531,android-adb-tools,nikita-yfh/android-adb-tools,https://github.com/nikita-yfh/android-adb-tools,ADB & Fastboot tools for Android,Java,2022-01-20 13:17:27+00:00,129,18,4,1.722,"['adb', 'android', 'android-development', 'fastboot', 'otg', 'otg-cable', 'root']",mit,nikita-yfh,User,False
63,449081774,rich-text-area,gluonhq/rich-text-area,https://github.com/gluonhq/rich-text-area,,Java,2022-01-17 23:45:22+00:00,127,17,53,55.222,[],gpl-3.0,gluonhq,Organization,False
64,453668165,ddev-intellij-plugin,ddev/ddev-intellij-plugin,https://github.com/ddev/ddev-intellij-plugin,DDEV Integration for JetBrains IDEs,Java,2022-01-30 12:01:04+00:00,126,14,26,1.206,"['ddev', 'ddev-local', 'development', 'docker-compose', 'intellij', 'intellij-idea', 'intellij-plugin', 'jetbrains', 'local-development', 'php', 'phpstorm', 'webstorm']",bsd-3-clause,ddev,Organization,False
65,445973416,it-wheels-king,it-learning-diary/it-wheels-king,https://github.com/it-learning-diary/it-wheels-king,将平常开发中非常常用的功能做成轮子，减少开发时间，让开发者拥有更多的时间处理其他事情，如果本项目给你提供了帮助，请给予支持(star一下，或者推荐给你的朋友)！,Java,2022-01-09 02:14:28+00:00,125,22,0,0.163,"['easyexcel', 'excel', 'excel-export', 'excel-import', 'hutool', 'java', 'spring-boot']",gpl-3.0,it-learning-diary,User,False
66,446185319,design-patterns,kanmaytacker/design-patterns,https://github.com/kanmaytacker/design-patterns,Implementation of Gang of Four design patterns in Java,Java,2022-01-09 19:37:58+00:00,123,236,32,37.104,[],,kanmaytacker,User,False
67,452337765,hash4j,dynatrace-oss/hash4j,https://github.com/dynatrace-oss/hash4j,Dynatrace hash library for Java,Java,2022-01-26 15:50:55+00:00,122,14,2,39.45,"['cardinality-estimation', 'consistent-hashing', 'data-sketches', 'farmhash', 'hash', 'hash-algorithm', 'hash-functions', 'hashing-algorithm', 'hyperloglog', 'imohash', 'java', 'jumphash', 'minhash', 'murmur3', 'non-cryptographic-hash-functions', 'simhash', 'streaming-algorithms', 'superminhash', 'wyhash', 'xxh3']",apache-2.0,dynatrace-oss,Organization,False
68,446051235,cabs-java,legacyfighter/cabs-java,https://github.com/legacyfighter/cabs-java,,Java,2022-01-09 10:03:02+00:00,122,65,1,0.304,[],apache-2.0,legacyfighter,Organization,False
69,453803638,Rubidium,Asek3/Rubidium,https://github.com/Asek3/Rubidium,"Rubidium is an Unofficial Fork of CaffeineMC's ""Sodium"", made to work with Forge Mod Loader.",Java,2022-01-30 21:14:17+00:00,121,53,310,3.669,[],lgpl-3.0,Asek3,User,False
70,453362563,ReparcelBug2,michalbednarski/ReparcelBug2,https://github.com/michalbednarski/ReparcelBug2,"Writeup and exploit for installed app to system privilege escalation on Android 12 Beta through CVE-2021-0928, a `writeToParcel`/`createFromParcel` serialization mismatch in `OutputConfiguration`",Java,2022-01-29 10:14:32+00:00,118,20,2,0.267,[],,michalbednarski,User,False
71,446248674,scanner,retnullyu/scanner,https://github.com/retnullyu/scanner,a vuln scanner powered by springboot and vue2,Java,2022-01-10 01:46:49+00:00,117,4,0,4.067,"['java', 'mybatis', 'mysql', 'vulnerability-scanners']",,retnullyu,User,False
72,445376431,smqttx,quickmsg/smqttx,https://github.com/quickmsg/smqttx,"An open source MQTT broker that supports access to tens of millions of devices (high-performance, scalable, cluster-supported based on reactor-netty)",Java,2022-01-07 02:41:10+00:00,114,24,1,10.339,[],apache-2.0,quickmsg,Organization,False
73,443852667,eclipse-github-copilot-integration,masecla22/eclipse-github-copilot-integration,https://github.com/masecla22/eclipse-github-copilot-integration,This is an open source implementation of the Github Copilot AI Model based on reverse engineering of the VSCode and IDEA plugins.,Java,2022-01-02 19:29:55+00:00,114,21,6,0.786,[],mit,masecla22,User,False
74,451725870,codingmore-learning,itwanger/codingmore-learning,https://github.com/itwanger/codingmore-learning,编程猫的学习教程,Java,2022-01-25 03:48:18+00:00,112,43,0,0.437,"['java', 'mybatis', 'spring', 'spring-boot']",apache-2.0,itwanger,User,False
75,447135279,logbook,didi/logbook,https://github.com/didi/logbook,,Java,2022-01-12 08:29:01+00:00,109,10,0,0.53,[],apache-2.0,didi,Organization,False
76,447980607,quarkus-in-action,xstefank/quarkus-in-action,https://github.com/xstefank/quarkus-in-action,,Java,2022-01-14 13:40:27+00:00,107,44,3,5.54,[],apache-2.0,xstefank,User,False
77,446166710,Fenrir-for-VK,umerov1999/Fenrir-for-VK,https://github.com/umerov1999/Fenrir-for-VK,Первый языческий,Java,2022-01-09 18:11:15+00:00,107,22,23,759.112,[],gpl-3.0,umerov1999,User,True
78,447664881,Cloud-Computing-Projects,suyash-more/Cloud-Computing-Projects,https://github.com/suyash-more/Cloud-Computing-Projects,"This Repository contains all the projects related to cloud computing and other platforms such as GCP, AWS...",Java,2022-01-13 16:09:42+00:00,101,98,0,0.389,[],,suyash-more,User,False
79,452774806,MavenMCP-1.8.9,Marcelektro/MavenMCP-1.8.9,https://github.com/Marcelektro/MavenMCP-1.8.9,"MCP 1.8.9 for Maven. Supports Linux and Windows, natively runs in IntelliJ and has a clean structure.",Java,2022-01-27 17:16:20+00:00,101,34,3,699.588,[],,Marcelektro,User,False
80,454184847,MagicLib,Hendrix-Shen/MagicLib,https://github.com/Hendrix-Shen/MagicLib,To beat magic with magic :(,Java,2022-01-31 22:03:33+00:00,98,14,2,3.352,"['fabric-mod', 'minecraft']",lgpl-3.0,Hendrix-Shen,User,False
81,450727894,Immersive-Weathering,AstralOrdana/Immersive-Weathering,https://github.com/AstralOrdana/Immersive-Weathering,An abundance of new natural systems to make your world feel more alive than ever.,Java,2022-01-22 05:38:28+00:00,98,54,157,59.206,[],lgpl-3.0,AstralOrdana,User,False
82,449346828,playwright-java-test-automation-architecture,Tahanima/playwright-java-test-automation-architecture,https://github.com/Tahanima/playwright-java-test-automation-architecture,Ready-to-use UI Test Automation Architecture using Java and Playwright.,Java,2022-01-18 15:46:54+00:00,96,89,8,5.721,"['allure-report', 'cicd', 'data-driven-tests', 'e2e-boilerplate', 'e2e-framework', 'github-actions', 'java', 'junit5', 'playwright', 'playwright-java', 'playwright-tests', 'test-automation', 'test-automation-framework']",mit,Tahanima,User,False
83,448508722,clickhouse-ast-parser,JiamingMai/clickhouse-ast-parser,https://github.com/JiamingMai/clickhouse-ast-parser,AST parser and visitor for ClickHouse SQL,Java,2022-01-16 09:25:49+00:00,94,20,2,0.184,"['ast', 'clickhouse', 'parser', 'visitor']",apache-2.0,JiamingMai,User,False
84,453716938,spring-native,mybatis/spring-native,https://github.com/mybatis/spring-native,,Java,2022-01-30 15:22:06+00:00,93,17,13,1.113,"['java', 'spring']",apache-2.0,mybatis,Organization,False
85,449906690,magic-bean,bowbahdoe/magic-bean,https://github.com/bowbahdoe/magic-bean,A very basic library which will generate getters and setters.,Java,2022-01-20 00:58:58+00:00,93,11,0,0.41100000000000003,"['annotation-processor', 'code-generation', 'java']",other,bowbahdoe,User,False
86,448046539,uForwarder,uber/uForwarder,https://github.com/uber/uForwarder,"Apache Kafka is an open-source distributed event streaming platform used by thousands of companies. uForwarder aims to address several pain points while using Apache Kafka for pub-sub message queueing at scale, including partition scalability and head-of-line blocking.",Java,2022-01-14 17:09:35+00:00,92,15,6,2.186,[],,uber,Organization,False
