,fullname,html_url,tags
34,prodriguezdefino/content-dicovery-platform-gcp,https://github.com/prodriguezdefino/content-dicovery-platform-gcp,"['Google', 'gemini-2.0-flash', 'gemini-2.0-flash-lite-001', 'gemini-2.0-flash-lite', 'text-embedding-004']"
35,anahata-os/gemini-java-client,https://github.com/anahata-os/gemini-java-client,"['Google_gemini-2.5-pro', 'Google_learnlm-2.0-flash-experimental', 'Google_gemini-flash-latest', 'Google_gemini-flash-lite-latest', 'Google_gemini-2.5-flash-image-preview']"
36,ddobrin/ai-native,https://github.com/ddobrin/ai-native,['Google_gemini-2.5-flash']
37,lenovo1002/Projects,https://github.com/lenovo1002/Projects,['Google_gemini-2.5-flash']
38,Kelekeys1234/Ai_vertex,https://github.com/Kelekeys1234/Ai_vertex,"['Google', 'gemini-2.0-flash']"
39,Neo2854/daxos-be,https://github.com/Neo2854/daxos-be,"['Google', 'gemini-2.0-flash-lite']"
40,jonathanp62/Java-Pinecone-Quickstart,https://github.com/jonathanp62/Java-Pinecone-Quickstart,['OpenAI_gpt-4.1']
41,mrxid/quizy_app_java,https://github.com/mrxid/quizy_app_java,['Google_gemini-2.0-flash']
42,Arjo-Kar/Prep_Orbit,https://github.com/Arjo-Kar/Prep_Orbit,"['Google', 'whisper-1', 'gemini-2.5-flash']"
43,maruffhasan/hotel-management-system,https://github.com/maruffhasan/hotel-management-system,['Google_gemini-2.5-flash']
44,xnen/Vai,https://github.com/xnen/Vai,"['Anthropic', 'o1-mini', 'gpt-4o-audio-preview', 'o1', 'gpt-4o-mini-audio-preview', 'o3-mini', 'gpt-4o-mini-search-preview', 'o3', 'o4-mini', 'gpt-4.1', 'gemini-2.5-pro-preview-06-05']"
45,CoDe-WiZaDd-18-DOTCOM/Carpooling,https://github.com/CoDe-WiZaDd-18-DOTCOM/Carpooling,['Google_gemini-2.5-flash']
46,SRIJITH11101/SummaryAPI,https://github.com/SRIJITH11101/SummaryAPI,['Google_gemini-2.5-flash']
47,colacco/Java,https://github.com/colacco/Java,['Google_gemini-2.5-flash']
48,storysoksok/Backend,https://github.com/storysoksok/Backend,['OpenAI_gpt-image-1']
49,njse22/APO2-25-2,https://github.com/njse22/APO2-25-2,['Google_gemini-2.0-flash-001']
50,nastiausenko/WEB_Basics,https://github.com/nastiausenko/WEB_Basics,['OpenAI_gpt-3.5-turbo']
51,JunaidAnsari0208/ai-journal,https://github.com/JunaidAnsari0208/ai-journal,['Google_gemini-2.5-flash']
52,hirayui1/hacknplay-can-it-swim-on-land,https://github.com/hirayui1/hacknplay-can-it-swim-on-land,"['Google', 'gemini-2.5-flash-lite']"
53,includeNata/api-viagem,https://github.com/includeNata/api-viagem,['Google_gemini-2.0-flash']
54,ibrahimsohail077/sprintly_app,https://github.com/ibrahimsohail077/sprintly_app,"['OpenAI', 'gpt-4.1-nano']"
55,ddobrin/spring-ai-local-exp,https://github.com/ddobrin/spring-ai-local-exp,"['Google', 'gpt-3.5-turbo', 'dall-e-3', 'gpt-4o', 'gpt-4o-mini', 'text-embedding-ada-002', 'gemini-2.0-flash', 'text-embedding-004', 'mistral-embed']"
56,FrancoCautivo/AluraDesafioLiteratura2025,https://github.com/FrancoCautivo/AluraDesafioLiteratura2025,['Google_gemini-2.0-flash-lite']
57,bharaths44/incometer-backend,https://github.com/bharaths44/incometer-backend,['Google_gemini-2.0-flash']
58,Lalith17/MeetMind,https://github.com/Lalith17/MeetMind,['Google_gemini-2.5-flash']
59,garv130/Human-vs-AI-Tic-Tac-Toe,https://github.com/garv130/Human-vs-AI-Tic-Tac-Toe,['Google_gemini-2.5-flash']
60,FeliciaaaTan/UBS-TTP-TechBloom,https://github.com/FeliciaaaTan/UBS-TTP-TechBloom,['Google_gemini-2.0-flash']
61,MichalAugustyniak/ai-based-crossword-creator,https://github.com/MichalAugustyniak/ai-based-crossword-creator,"['OpenAI', 'gpt-3.5-turbo']"
62,SongHyeonJin/gift-recommendation-service,https://github.com/SongHyeonJin/gift-recommendation-service,"['OpenAI', 'text-embedding-3-small']"
63,satyajitsahoo28/AI-Resume-Analyzer,https://github.com/satyajitsahoo28/AI-Resume-Analyzer,['Google_gemini-2.5-flash']
64,LucasZanini096/PlanEatsProject,https://github.com/LucasZanini096/PlanEatsProject,['Google_gemini-2.5-flash']
65,spring-projects/spring-ai,https://github.com/spring-projects/spring-ai,"['Google', 'gpt-3.5-turbo', 'dall-e-3', 'gpt-4o', 'gpt-4o-mini', 'text-embedding-ada-002', 'gemini-2.0-flash', 'text-embedding-004', 'mistral-embed', 'mistral-ocr-latest']"
66,Santf9/screenmatch-spring,https://github.com/Santf9/screenmatch-spring,['Google_gemini-2.0-flash-lite']
67,DongneHankki/DongneHankki-BE,https://github.com/DongneHankki/DongneHankki-BE,['Google_gemini-2.5-flash']
68,hyewon046/ptip-sample,https://github.com/hyewon046/ptip-sample,['Google_gemini-2.5-flash']
69,sprahul333/pagedian_test_cases,https://github.com/sprahul333/pagedian_test_cases,['Google_gemini-2.5-flash']
70,MordechaiDavid/medisync-microservice,https://github.com/MordechaiDavid/medisync-microservice,"['Google', 'gemma-3n-e2b-it']"
71,wayha168/Backend_spring_Skin.me,https://github.com/wayha168/Backend_spring_Skin.me,['Google_gemini-2.5-flash']
72,MarcWeberFS/Text-to-sql,https://github.com/MarcWeberFS/Text-to-sql,"['OpenAI', 'Anthropic', 'deepseek-chat']"
73,TONY-STARK-TECH-ORG/fastx-ai-llm,https://github.com/TONY-STARK-TECH-ORG/fastx-ai-llm,"['OpenAI_dall-e-3', 'OpenAI_text-embedding-3-small']"
74,Istimereal/policy_match_api,https://github.com/Istimereal/policy_match_api,['OpenAI_gpt-5']
75,Flexolotl553862/Note-archive,https://github.com/Flexolotl553862/Note-archive,['Google_gemini-2.5-flash']
76,mucsi96/learn-language,https://github.com/mucsi96/learn-language,['Google_imagen-4.0-ultra-generate-001']
77,nam20/news-invest,https://github.com/nam20/news-invest,['Google_gemini-2.5-flash']
78,google-gemini/api-examples,https://github.com/google-gemini/api-examples,['Google_gemini-2.0-flash']
79,Aquatimez1991/Spring-JPA,https://github.com/Aquatimez1991/Spring-JPA,['Google_gemini-2.0-flash-lite']
80,qus0in/gemini_chat,https://github.com/qus0in/gemini_chat,['Google_gemini-2.0-flash']
81,nimbly-dev/ph-shoes-data-spa,https://github.com/nimbly-dev/ph-shoes-data-spa,['OpenAI_text-embedding-ada-002']
82,ILoveMyasko/GeminiApiIntegrator,https://github.com/ILoveMyasko/GeminiApiIntegrator,['Google_gemini-2.5-flash-preview-05-20']
83,gautam-kumar-developer/SmartMail-Reply,https://github.com/gautam-kumar-developer/SmartMail-Reply,['Google_gemini-2.5-flash']
84,felipeNamaral/BlackJack_JavaFX,https://github.com/felipeNamaral/BlackJack_JavaFX,['Google_gemini-2.5-flash']
85,priyadarshic/agentic-ai,https://github.com/priyadarshic/agentic-ai,['Anthropic_claude-3-7-sonnet-latest']
86,ibnudarma/quizy_app_java,https://github.com/ibnudarma/quizy_app_java,['Google_gemini-2.0-flash']
87,minhhieu111/habitTracker,https://github.com/minhhieu111/habitTracker,['Google_gemini-2.5-flash']
88,getrebuild/rebuild,https://github.com/getrebuild/rebuild,['OpenAI_deepseek-chat']
89,sayancoding/email-generator-ai,https://github.com/sayancoding/email-generator-ai,['Google_gemini-2.5-flash']
90,nam2626/KH_2025_04_Spring,https://github.com/nam2626/KH_2025_04_Spring,['Google_gemini-2.5-flash']
91,NisargShah1/GenAI_Repo,https://github.com/NisargShah1/GenAI_Repo,['Google_gemini-2.0-flash']
92,songcw8/boot-sunflower,https://github.com/songcw8/boot-sunflower,['Google_gemini-2.0-flash']
93,interruptRoutine/Well.IBackEnd,https://github.com/interruptRoutine/Well.IBackEnd,['Google_gemini-2.5-flash-lite']
94,Devan019/AI-learning-platform,https://github.com/Devan019/AI-learning-platform,['Google_gemini-2.0-flash']
95,jasonSOUI/TimeCard,https://github.com/jasonSOUI/TimeCard,['Google_gemini-2.0-flash']
96,airport-ai-facility-monitoring/backend_workspace,https://github.com/airport-ai-facility-monitoring/backend_workspace,['Google_gemini-2.5-flash']
97,lodekarprathamesh/FitnessTracker,https://github.com/lodekarprathamesh/FitnessTracker,['Google_gemini-2.5-flash']
98,soheeGit/titan-thoughts,https://github.com/soheeGit/titan-thoughts,['Google_gemini-2.0-flash']
99,igutisan/FitnessApp-MicroServicios,https://github.com/igutisan/FitnessApp-MicroServicios,['Google_gemini-2.5-flash-preview-05-20']
100,argel6767/i-need-housing,https://github.com/argel6767/i-need-housing,['Google_gemini-2.5-flash-lite']
101,universe-components/touchpoint,https://github.com/universe-components/touchpoint,"['OpenAI', 'Anthropic', 'o1']"
102,Marcoherna/screenmatch,https://github.com/Marcoherna/screenmatch,['Google_gemini-2.0-flash']
103,pswaao88/AI-Challenge,https://github.com/pswaao88/AI-Challenge,['Google_gemini-2.5-flash-lite']
104,huns77/plan_b,https://github.com/huns77/plan_b,"['OpenAI', 'gpt-3.5-turbo']"
105,DavisGordon/Tedros,https://github.com/DavisGordon/Tedros,"['OpenAI', 'gpt-3.5-turbo']"
106,shienka07/boot-sunflower,https://github.com/shienka07/boot-sunflower,['Google_gemini-2.0-flash']
107,serkanyilmz/StudyHub,https://github.com/serkanyilmz/StudyHub,['Google_gemini-2.5-flash']
108,gratisreise/rebook-book-service,https://github.com/gratisreise/rebook-book-service,['Google_gemini-2.0-flash-lite']
109,ChuyCode15/ChallerLiterAlura,https://github.com/ChuyCode15/ChallerLiterAlura,['Google_gemini-2.0-flash-lite']
110,pzik/aztgg-scheduler,https://github.com/pzik/aztgg-scheduler,['Google_gemini-2.0-flash']
111,eugenp/tutorials,https://github.com/eugenp/tutorials,"['OpenAI', 'text-embedding-3-small', 'gpt-4o-mini', 'tts-1']"
112,nghlong3004/moneybot,https://github.com/nghlong3004/moneybot,"['Google', 'gemini-2.0-flash-001']"
113,CalebOdunade/TVBox,https://github.com/CalebOdunade/TVBox,['Google_gemini-2.5-flash']
114,swcstudio/supercompute,https://github.com/swcstudio/supercompute,['Google_text-embedding-004']
115,NeonWest/DCBOT,https://github.com/NeonWest/DCBOT,['Google_gemini-2.5-flash']
116,octagonemusic/rosettix,https://github.com/octagonemusic/rosettix,"['Google', 'gemini-2.5-flash']"
117,Maxivinuesa23/BaseDeDatosArtistasCanciones,https://github.com/Maxivinuesa23/BaseDeDatosArtistasCanciones,['Google_gemini-2.0-flash-lite']
118,robincajas12/Crescendo,https://github.com/robincajas12/Crescendo,['Google_gemma-3-27b-it']
119,ndung/nnfl,https://github.com/ndung/nnfl,"['OpenAI', 'text-embedding-3-small']"
120,ruwzeta/StyleOmega,https://github.com/ruwzeta/StyleOmega,['OpenAI_gpt-3.5-turbo']
121,ddmalinda/spring_boot_crud_app,https://github.com/ddmalinda/spring_boot_crud_app,['Google_gemini-2.5-flash']
122,jacksonos/ONE-Alura-Challenge-literAlura,https://github.com/jacksonos/ONE-Alura-Challenge-literAlura,['Google_gemini-2.5-flash']
123,rohit23ahuja/java-learnings-and-practice,https://github.com/rohit23ahuja/java-learnings-and-practice,['Anthropic_claude-sonnet-4-20250514']
124,eleuteriovargas/SpringBoot-sreenmatch,https://github.com/eleuteriovargas/SpringBoot-sreenmatch,['Google_gemini-2.0-flash-lite']
125,AdityaByte/Swasthya-Path,https://github.com/AdityaByte/Swasthya-Path,"['Google', 'gemini-2.5-flash']"
126,Sabari231024/ZENO_AICHAT,https://github.com/Sabari231024/ZENO_AICHAT,"['Google', 'gemini-2.0-flash']"
127,ddobrin/adk-samples-gemini-models,https://github.com/ddobrin/adk-samples-gemini-models,['Google_gemini-2.5-flash']
128,AganonIsaiah/French-Speaking-App,https://github.com/AganonIsaiah/French-Speaking-App,['Google_gemini-2.5-flash']
129,gabrielferreira02/timepedia,https://github.com/gabrielferreira02/timepedia,['Google_gemini-2.0-flash']
130,Wjyuy/Recall_Final,https://github.com/Wjyuy/Recall_Final,['Google_gemini-2.0-flash-001']
131,KU-MoneyMate/MoneyMate_BE,https://github.com/KU-MoneyMate/MoneyMate_BE,['Google_gemini-2.5-pro']
132,Saksham-Prakash/tech_CHATBOT,https://github.com/Saksham-Prakash/tech_CHATBOT,['Google_gemini-2.0-flash']
133,baonoob1011/SWP_Projetc_G6,https://github.com/baonoob1011/SWP_Projetc_G6,['OpenAI_gpt-3.5-turbo']
134,luiseduardofc1500/pingou-PDS,https://github.com/luiseduardofc1500/pingou-PDS,['Google_gemini-2.0-flash-exp']
135,azure-ai-foundry/foundry-samples,https://github.com/azure-ai-foundry/foundry-samples,['OpenAI_gpt-4o']
136,dimitrijevic-dev/bora,https://github.com/dimitrijevic-dev/bora,['Google_gemini-2.0-flash-001']
137,kinuthia-lawrence/clalix-assistant,https://github.com/kinuthia-lawrence/clalix-assistant,['Google_gemini-2.5-flash']
138,patrickbosco07/screenmatch,https://github.com/patrickbosco07/screenmatch,['Google_gemini-2.0-flash']
139,gwenneg/hackathon-prompt-tuner,https://github.com/gwenneg/hackathon-prompt-tuner,"['OpenAI', 'gpt-4o', 'gemini-2.5-flash', 'claude-opus-4-20250514']"
140,ZRnown/huanyushiback,https://github.com/ZRnown/huanyushiback,['Google_gemini-2.5-flash-preview-05-20']
141,mercer2511/screenmatch,https://github.com/mercer2511/screenmatch,['Google_gemini-2.0-flash-lite']
142,NatsuAp/AI-ChatBot-Maven,https://github.com/NatsuAp/AI-ChatBot-Maven,['Google_gemini-2.5-flash']
143,Alexus97/screenmatch,https://github.com/Alexus97/screenmatch,['Google_gemini-2.0-flash-lite']
144,1bred0c/mindmap-ai-backend,https://github.com/1bred0c/mindmap-ai-backend,['Google_gemini-2.0-flash-exp']
145,Gokruto13452/Gemini-Integration,https://github.com/Gokruto13452/Gemini-Integration,['Google_gemini-2.5-flash']
146,Kolade-Amire/qlish-app,https://github.com/Kolade-Amire/qlish-app,['Google_gemini-2.0-flash']
147,gratisreise/rebook,https://github.com/gratisreise/rebook,['Google_gemini-2.0-flash-lite']
148,GoogleCloudPlatform/java-docs-samples,https://github.com/GoogleCloudPlatform/java-docs-samples,"['Google_gemini-2.5-flash', 'Google_gemini-2.5-pro', 'Google_gemini-2.5-flash-image', 'Google_imagen-4.0-generate-001']"
149,mokksy/ai-mocks,https://github.com/mokksy/ai-mocks,['OpenAI_gpt-4o-mini']
150,RishBootDev/BookMyShowClone,https://github.com/RishBootDev/BookMyShowClone,['Google_gemini-2.5-flash']
151,importb/notemat,https://github.com/importb/notemat,"['Google_gemini-2.5-pro-preview-03-25', 'Google_gemini-2.0-flash', 'Google_gemini-2.0-flash-lite']"
152,matheusgmello/geladeira-magica,https://github.com/matheusgmello/geladeira-magica,['Google_gemini-2.5-flash']
153,huns77/plan_f,https://github.com/huns77/plan_f,"['OpenAI', 'gpt-3.5-turbo']"
154,cake0420/history-llm,https://github.com/cake0420/history-llm,['Google_gemini-2.0-flash-001']
155,shubhhxmxx/Grainer,https://github.com/shubhhxmxx/Grainer,['Google_gemini-2.5-flash']
156,LMonkey1025/car_rental_backend,https://github.com/LMonkey1025/car_rental_backend,['Google_gemini-2.5-flash']
157,augustkeller/final-practice-unit-1-august-k,https://github.com/augustkeller/final-practice-unit-1-august-k,['Google_gemini-2.0-flash-001']
158,LeonardoScabora/Projeto_GalpaoCultural_back,https://github.com/LeonardoScabora/Projeto_GalpaoCultural_back,['Google_gemini-2.5-flash']
159,thiagobranc0/spring-boot-practice,https://github.com/thiagobranc0/spring-boot-practice,['Google_gemini-2.0-flash']
160,esteban-vm/challenge-literalura,https://github.com/esteban-vm/challenge-literalura,['Google_gemini-2.0-flash']
161,MrClaro/screensound-sem-web,https://github.com/MrClaro/screensound-sem-web,['Google_gemini-2.5-flash']
162,ImEldin/Career-Progression-App,https://github.com/ImEldin/Career-Progression-App,['OpenAI_gpt-4.1-mini']
163,ElianaMendez/ScreenMatch_PersistenciaDatos_JPA,https://github.com/ElianaMendez/ScreenMatch_PersistenciaDatos_JPA,['Google_gemini-2.5-flash-preview-05-20']
164,Vaibhav5702/Restroworks-Copilot-SpringBoot,https://github.com/Vaibhav5702/Restroworks-Copilot-SpringBoot,['Google_gemini-2.0-flash']
165,wizardleeen/kiwi-console,https://github.com/wizardleeen/kiwi-console,['Google_gemini-2.5-flash-preview-05-20']
166,Facundo-Su/dongfang-Back,https://github.com/Facundo-Su/dongfang-Back,['OpenAI_gpt-5-nano']
167,theleoborges/akkaAgents,https://github.com/theleoborges/akkaAgents,"['OpenAI', 'gpt-4o']"
168,indyplaygame/Tic-Tac-Toe-Backend,https://github.com/indyplaygame/Tic-Tac-Toe-Backend,['Google_gemini-2.0-flash-lite']
169,JohanLDev/curso-persistencia-java,https://github.com/JohanLDev/curso-persistencia-java,"['Google', 'gpt-3.5-turbo-instruct']"
170,rzhang627/IceBreaker,https://github.com/rzhang627/IceBreaker,['Google_gemini-2.0-flash-001']
171,Kunals990/ai-Chat-SpringBoot-NextJs,https://github.com/Kunals990/ai-Chat-SpringBoot-NextJs,['Google_gemini-2.0-flash']
172,team-I5/order-platform,https://github.com/team-I5/order-platform,['Google_gemini-2.5-flash-lite']
173,parthhc/application-tracker-backend,https://github.com/parthhc/application-tracker-backend,['Google_gemini-2.0-flash']
174,JUNGJUNILL/java-utils,https://github.com/JUNGJUNILL/java-utils,['Google_gemini-2.5-flash']
175,sydneyafternoon/theshatterdome,https://github.com/sydneyafternoon/theshatterdome,['Google_gemini-2.5-flash']
176,sondm204/divido_be,https://github.com/sondm204/divido_be,['Google_gemini-2.0-flash-exp']
177,sabarabara/shoppingAPI,https://github.com/sabarabara/shoppingAPI,['Google_gemini-2.0-flash']
178,kousen/AiJavaLabs,https://github.com/kousen/AiJavaLabs,['Google_gemini-2.5-flash-image-preview']
179,p-north/TrainSmart-Microservice,https://github.com/p-north/TrainSmart-Microservice,['Google_gemini-2.5-flash']
180,Priscila-Santos/screenmatch-sem-web,https://github.com/Priscila-Santos/screenmatch-sem-web,['Google_gemini-2.0-flash-lite']
181,methu28/SocialMediaCaptionGenerator-,https://github.com/methu28/SocialMediaCaptionGenerator-,['Google_gemini-2.0-flash-001']
182,CusmaLinux/svu,https://github.com/CusmaLinux/svu,['Google_gemini-2.5-flash']
183,EdsonCasta/Java,https://github.com/EdsonCasta/Java,['Google_gemini-2.0-flash-lite']
184,divyanshu-mahto/peep,https://github.com/divyanshu-mahto/peep,['Google_gemini-2.0-flash-001']
185,orionrich1/codemoa,https://github.com/orionrich1/codemoa,['Google_gemini-2.5-flash']
186,Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,"['OpenAI', 'gpt-3.5-turbo', 'dall-e-3', 'text-embedding-3-small', 'text-embedding-3-large', 'gpt-4o', 'gpt-4o-mini', 'o3', 'gpt-4.1-mini', 'gpt-4.1-nano', 'whisper-1', 'text-embedding-ada-002', 'gpt-4.1', 'aqa']"
187,ZEESHAN-HASAN-KHAN/ResumeRoastApp,https://github.com/ZEESHAN-HASAN-KHAN/ResumeRoastApp,['Google_gemini-2.5-flash']
188,qus0in/boot-sunflower,https://github.com/qus0in/boot-sunflower,['Google_gemini-2.0-flash']
189,helalha7/WhatsMe,https://github.com/helalha7/WhatsMe,['OpenAI_gpt-4.1']
190,zenhachi-dev/zenhachi-ai,https://github.com/zenhachi-dev/zenhachi-ai,['Google_gemini-2.0-flash']
191,EmreCelik15/weather-api,https://github.com/EmreCelik15/weather-api,['Google_gemini-2.0-flash']
192,AngelBlackBlue/2066-java-persitencia-de-datos-y-consultas-con-Spring-JPA-proyecto-inicial,https://github.com/AngelBlackBlue/2066-java-persitencia-de-datos-y-consultas-con-Spring-JPA-proyecto-inicial,['Google_gemini-2.0-flash-lite']
193,Nyanna/XY.AI.Workbench,https://github.com/Nyanna/XY.AI.Workbench,"['Anthropic', 'gpt-5', 'gpt-5-mini', 'gpt-5-nano', 'gemini-2.5-flash', 'gemini-2.5-pro', 'gemini-2.5-flash-lite', 'claude-opus-4-1', 'claude-sonnet-4-0']"
194,el3ma/java-spring-persistenciadatos,https://github.com/el3ma/java-spring-persistenciadatos,['Google_gemini-2.0-flash-lite']
195,googleapis/java-genai,https://github.com/googleapis/java-genai,"['Google', 'gemini-2.5-flash', 'text-embedding-004', 'imagen-4.0-generate-001', 'veo-2.0-generate-001', 'gemini-live-2.5-flash-preview']"
196,alaurrs/ai-prompt-dashboard-backend,https://github.com/alaurrs/ai-prompt-dashboard-backend,['OpenAI_gpt-4o-mini']
197,fontysXinnovactions/incident-backend,https://github.com/fontysXinnovactions/incident-backend,['Google_gemini-2.5-flash']
198,tutkowskim/TheVoice,https://github.com/tutkowskim/TheVoice,"['OpenAI', 'gemini-2.5-flash']"
199,JavissNeg/SpringMusic,https://github.com/JavissNeg/SpringMusic,['Google_gemini-2.0-flash-lite']
200,qus0in/spring-from-scratch,https://github.com/qus0in/spring-from-scratch,['Google_gemini-2.0-flash']
201,Aquatimez1991/Screenmatch-SpringBoot,https://github.com/Aquatimez1991/Screenmatch-SpringBoot,['Google_gemini-2.0-flash-lite']
202,hilalsidhic/Web-Scraper-Application-With-AI-Integration,https://github.com/hilalsidhic/Web-Scraper-Application-With-AI-Integration,['Google_gemini-2.5-flash']
203,D3ICIDE/Project-AMADEUS,https://github.com/D3ICIDE/Project-AMADEUS,['Google_gemini-2.5-flash']
204,anuchandy/openai-java-instrumentation,https://github.com/anuchandy/openai-java-instrumentation,['OpenAI_gpt-4o']
205,FireTail-Demo-Org/ai-usage-examples,https://github.com/FireTail-Demo-Org/ai-usage-examples,['OpenAI_deepseek-chat']
206,ElynNg/bckr,https://github.com/ElynNg/bckr,['Google_gemini-2.5-flash']
207,NEGVS/cloud-def,https://github.com/NEGVS/cloud-def,['OpenAI_gpt-5']
208,kal-i/sanctum_backend,https://github.com/kal-i/sanctum_backend,['OpenAI_gpt-4o-mini']
209,nhnacademy-aiot2-javame/javame-environment-api,https://github.com/nhnacademy-aiot2-javame/javame-environment-api,['Google_gemini-2.0-flash-001']
210,kestra-io/plugin-gemini,https://github.com/kestra-io/plugin-gemini,['Google_gemini-2.5-flash']
211,250421/AgentsOfRevature-p2-backend,https://github.com/250421/AgentsOfRevature-p2-backend,['Google_gemini-2.0-flash-001']
212,dasmatiRice/URL-Shortener,https://github.com/dasmatiRice/URL-Shortener,['Google_gemini-2.5-flash']
213,sebastian-zm/PBL4,https://github.com/sebastian-zm/PBL4,['OpenAI_text-embedding-3-large']
214,bmukesh23/Edutrack,https://github.com/bmukesh23/Edutrack,['Google_gemini-2.5-flash']
215,MuhammadJaafer/V-MOM,https://github.com/MuhammadJaafer/V-MOM,['Google_gemini-2.0-flash']
216,programers-AIBE1/250613,https://github.com/programers-AIBE1/250613,['Google_gemini-2.0-flash']
217,imyuanhui/COMP47360,https://github.com/imyuanhui/COMP47360,['Google_gemini-2.5-flash']
218,LarsEckart/code-editing-agent-java,https://github.com/LarsEckart/code-editing-agent-java,['Google_gemini-2.0-flash-001']
219,mohammadsartaj/AI_Chat_Bot,https://github.com/mohammadsartaj/AI_Chat_Bot,['Google_gemini-2.5-flash']
220,MusiConect/MusiConnect_API,https://github.com/MusiConect/MusiConnect_API,['Google_gemini-2.5-flash']
221,salt-community/json2resume,https://github.com/salt-community/json2resume,['Google_gemini-2.0-flash-exp']
222,biehnary/nutrition-scanner,https://github.com/biehnary/nutrition-scanner,['Google_gemini-2.5-flash']
223,Vathsalya12346/Gemini,https://github.com/Vathsalya12346/Gemini,"['Google_gemini-2.5-pro-preview-05-06', 'Google_gemini-2.0-flash']"
224,RingkhangBTY/QuizMind,https://github.com/RingkhangBTY/QuizMind,['Google_gemini-2.0-flash-001']
225,m-marini/wheellyj,https://github.com/m-marini/wheellyj,"['OpenAI', 'gpt-4o-mini']"
226,hardik118/EvaluationMicroService,https://github.com/hardik118/EvaluationMicroService,['Google_gemini-2.5-flash']
