,full_name,html_url,labels
19,openai/openai-java,https://github.com/openai/openai-java,"{'OpenAI': ['openai-java-example/src/main/java/com/openai/example/CompletionsImageUrlExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesImageUrlExample.java', 'openai-java-example/src/main/java/com/openai/example/AzureKeyCredentialExample.java', 'openai-java-example/src/main/java/com/openai/example/VideoGenerationExample.java', 'openai-java-example/src/main/java/com/openai/example/ImageStreamingExample.java', 'openai-java-example/src/main/java/com/openai/example/CompletionsExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesInputFileExample.java', 'openai-java-example/src/main/java/com/openai/example/FunctionCallingRawExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesStructuredOutputsVerbosityExample.java', 'openai-java-example/src/main/java/com/openai/example/AudioTranscriptionsExample.java', 'openai-java-example/src/main/java/com/openai/example/AzureLegacyPathsEnabledExample.java', 'openai-java-example/src/main/java/com/openai/example/CompletionsConversationExample.java', 'openai-java-example/src/main/java/com/openai/example/CompletionsStreamingCancellationExample.java', 'openai-java-example/src/main/java/com/openai/example/CompletionsFileExample.java', 'openai-java-example/src/main/java/com/openai/example/StructuredOutputsStreamingExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesConversationExample.java', 'openai-java-example/src/main/java/com/openai/example/EmbeddingsExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesStructuredOutputsExample.java', 'openai-java-example/src/main/java/com/openai/example/ImageEditingExample.java', 'openai-java-example/src/main/java/com/openai/example/ImageGenerationExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesExample.java', 'openai-java-example/src/main/java/com/openai/example/AzureEntraIdExample.java', 'openai-java-example/src/main/java/com/openai/example/StructuredOutputsRawExample.java', 'openai-java-example/src/main/java/com/openai/example/AzureUnifiedEndpointExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesStructuredOutputsStreamingExample.java', 'openai-java-example/src/main/java/com/openai/example/ModerationsExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesFunctionCallingExample.java', 'openai-java-example/src/main/java/com/openai/example/FunctionCallingExample.java', 'openai-java-example/src/main/java/com/openai/example/StructuredOutputsExample.java', 'openai-java-example/src/main/java/com/openai/example/ModelListExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesStructuredOutputsRawExample.java', 'openai-java-example/src/main/java/com/openai/example/BatchProcessingExample.java', 'openai-java-example/src/main/java/com/openai/example/CompletionsStreamingExample.java', 'openai-java-example/src/main/java/com/openai/example/AudioTranscriptionsVttExample.java', 'openai-java-example/src/main/java/com/openai/example/ResponsesStreamingExample.java']}"
20,JianxiangRen/Goffice-team,https://github.com/JianxiangRen/Goffice-team,{'OpenAI': ['netServer/Goffice/OpenAI/TranscriptionService.java']}
21,KZMRK/cardify-server,https://github.com/KZMRK/cardify-server,{'OpenAI': ['src/main/java/com/cardify/config/OpenAIConfig.java']}
22,minwoo-00/echo-app,https://github.com/minwoo-00/echo-app,"{'OpenAI': ['src/main/java/com/echo/echo_backend/badge/OpenAiConfig.java', 'src/main/java/com/echo/echo_backend/badge/service/BadgeService.java']}"
23,taratip/ai-itinerary-app,https://github.com/taratip/ai-itinerary-app,{'OpenAI': ['backend/src/main/java/com/tara/itinerary/config/OpenAIConfig.java']}
24,lucasdengcn/spring-ai-example,https://github.com/lucasdengcn/spring-ai-example,{'OpenAI': ['proposal-agent/src/main/java/com/example/demo/client/OpenAIClientConfiguration.java']}
25,KU-LIFT/LIFT-SERVER,https://github.com/KU-LIFT/LIFT-SERVER,"{'OpenAI': ['src/main/java/com/kulift/lift/global/config/OpenAIConfig.java', 'src/main/java/com/kulift/lift/domain/ai/service/AiTodoService.java']}"
26,9oormthon-univ/2025_SEASONTHON_TEAM_68_BE,https://github.com/9oormthon-univ/2025_SEASONTHON_TEAM_68_BE,"{'OpenAI': ['src/main/java/org/zerock/groom_tone/domain/meeting/service/AIExtractService.java', 'src/main/java/org/zerock/groom_tone/common/config/OpenAIConfig.java']}"
27,dku25-capstone/chatGraph-BE,https://github.com/dku25-capstone/chatGraph-BE,{'OpenAI': ['src/main/java/dku25/chatGraph/api/config/OpenAiConfig.java']}
28,B-Yahia/Quizlab,https://github.com/B-Yahia/Quizlab,"{'OpenAI': ['src/main/java/Backend/QuizLab/services/ai/OpenAIService.java', 'src/main/java/Backend/QuizLab/security/OpenAIConfig.java']}"
29,K-AMeus/reqflowly-be,https://github.com/K-AMeus/reqflowly-be,{'OpenAI': ['src/main/java/com/reqflowly/application/config/OpenAIConfig.java']}
30,PU-Track/server,https://github.com/PU-Track/server,{'OpenAI': ['src/main/java/putrack/server/config/OpenAIConfig.java']}
31,aryan2574/globe-tales,https://github.com/aryan2574/globe-tales,{'OpenAI': ['backend/src/main/java/com/globetales/config/OpenAIConfig.java']}
32,kamilbrzezinski/ready4ai,https://github.com/kamilbrzezinski/ready4ai,"{'OpenAI': ['tydzien_01/java/chatbot-web/src/main/java/pl/programujodpodstaw/chatbotweb/OpenAIConfig.java', 'tydzien_01/java/chatbot-web/src/main/java/pl/programujodpodstaw/chatbotweb/ChatController.java', 'tydzien_03/java/prompt-engineering/src/main/java/StructuredResponseExample.java', 'tydzien_01/java/conversation-history/src/main/java/ChatBot.java', 'tydzien_01/java/chatbot/src/main/java/ChatBot.java', 'tydzien_03/java/prompt-engineering/src/main/java/PromptVariableExample.java', 'tydzien_01/java/api-openai/src/main/java/Main.java', 'tydzien_03/java/prompt-engineering/src/main/java/ReusablePromptExample.java', 'tydzien_01/java/openrouter/src/main/java/Main.java']}"
33,2025Chungnamthon/2025_CHUNGNAM_TEAM_4_BE,https://github.com/2025Chungnamthon/2025_CHUNGNAM_TEAM_4_BE,{'OpenAI': ['src/main/java/com/chungnam/eco/common/config/OpenAIConfig.java']}
34,MolodoyBoy/customer-costs-service,https://github.com/MolodoyBoy/customer-costs-service,"{'OpenAI': ['integration/chatGPT/src/main/java/com/oleg/customer/costs/OpenAICustomerCostsCategoryClassifier.java', 'infrastructure/application/src/main/java/com/oleg/customer/costs/config/OpenAIConfig.java']}"
35,twaslowski/grammr,https://github.com/twaslowski/grammr,"{'OpenAI': ['src/main/java/com/grammr/language/service/v2/translation/word/OpenAIWordTranslationService.java', 'src/main/java/com/grammr/chat/service/OpenAIChatService.java', 'src/main/java/com/grammr/config/OpenAIConfiguration.java', 'src/main/java/com/grammr/language/service/v2/translation/phrase/OpenAIPhraseTranslationService.java']}"
36,syeongk/output,https://github.com/syeongk/output,{'OpenAI': ['src/main/java/com/sw/output/global/config/OpenAiConfig.java']}
37,LuisAngeloRP/AI-Agents-Hackathon-2025-Healthia,https://github.com/LuisAngeloRP/AI-Agents-Hackathon-2025-Healthia,{'OpenAI': ['backend/src/main/java/com/healthia/java/config/OpenAIConfig.java']}
38,erenahmetyesiltas/Story_Verse,https://github.com/erenahmetyesiltas/Story_Verse,"{'OpenAI': ['storyVerse/StoryVerse_Backend/src/main/java/com/sweproject/storyVerse/service/ChatBotService.java', 'storyVerse/StoryVerse_Backend/src/main/java/com/sweproject/storyVerse/config/OpenAIConfig.java']}"
39,2025-DSWU-CS-FP/EYEDIA_BE,https://github.com/2025-DSWU-CS-FP/EYEDIA_BE,{'OpenAI': ['src/main/java/com/eyedia/eyedia/config/OpenAIConfig.java']}
40,nvp85/web-ai-chat-full-stack,https://github.com/nvp85/web-ai-chat-full-stack,"{'OpenAI': ['backend/src/main/java/com/example/backend/AiChatBackendApplication.java', 'backend/src/test/java/com/example/backend/controllers/UserControllerTest.java', 'backend/src/test/java/com/example/backend/AiChatBackendApplicationTests.java', 'backend/src/main/java/com/example/backend/services/OpenAiService.java'], 'Google': ['backend/src/main/java/com/example/backend/AiChatBackendApplication.java', 'backend/src/test/java/com/example/backend/controllers/UserControllerTest.java', 'backend/src/test/java/com/example/backend/AiChatBackendApplicationTests.java', 'backend/src/main/java/com/example/backend/services/GoogleAiService.java']}"
41,FransuaLeonSanchez/HealthIA,https://github.com/FransuaLeonSanchez/HealthIA,{'OpenAI': ['backend/src/main/java/com/healthia/java/config/OpenAIConfig.java']}
42,FransuaLeonSanchez/HealthIA-AIHackathon,https://github.com/FransuaLeonSanchez/HealthIA-AIHackathon,{'OpenAI': ['backend_HealthIA/healthia-java/src/main/java/com/healthia/java/config/OpenAIConfig.java']}
43,FireTail-Demo-Org/ai-usage-examples,https://github.com/FireTail-Demo-Org/ai-usage-examples,"{'OpenAI': ['openai_sdk_java_all_args/main.java', 'openai_sdk_java_with_variable_content/main.java', 'openai_sdk_java_simple/main.java']}"
44,AtanasRaev/AITrip,https://github.com/AtanasRaev/AITrip,{'OpenAI': ['src/main/java/com/aitrip/config/OpenAIConfig.java']}
45,INCLOVE01/INCLOVE-BACKEND,https://github.com/INCLOVE01/INCLOVE-BACKEND,"{'OpenAI': ['src/main/java/forfun/williamcolton/c/inclove/config/EmbeddingsClient.java', 'src/main/java/forfun/williamcolton/c/inclove/service/serviceImpl/PreferenceServiceImpl.java', 'src/main/java/forfun/williamcolton/c/inclove/service/serviceImpl/ProfileServiceImpl.java']}"
46,sebiinim/unisportServer,https://github.com/sebiinim/unisportServer,"{'OpenAI': ['src/main/java/com/example/unisportserver/service/ChatGptService.java', 'src/main/java/com/example/unisportserver/config/OpenAIConfig.java']}"
47,helalha7/WhatsMe,https://github.com/helalha7/WhatsMe,"{'OpenAI': ['src/main/java/com/whatsme/messages_service/service/GPTMessageService.java', 'src/main/java/com/whatsme/messages_service/config/OpenAIConfig.java', 'src/main/java/com/whatsme/messages_service/controller/AIController.java']}"
48,meenakshi25jan/projectbackengineering,https://github.com/meenakshi25jan/projectbackengineering,"{'OpenAI': ['runs/20250915-145527/extracted/chatgpt-java-starter/src/main/java/com/example/chat/OpenAIConfig.java', 'runs/20250915-145527/extracted/chatgpt-java-starter/src/main/java/com/example/chat/ChatController.java']}"
49,attack-on-lion/Wise-Financial-Life_BE,https://github.com/attack-on-lion/Wise-Financial-Life_BE,"{'OpenAI': ['wise-spending-life/src/main/java/com/wisespendinglife/wise_spending_life/global/ai/AiChatGatewayImpl.java', 'wise-spending-life/src/main/java/com/wisespendinglife/wise_spending_life/global/config/OpenAIConfig.java', 'wise-spending-life/src/main/java/com/wisespendinglife/wise_spending_life/domain/score/service/ChatGptScoringClient.java']}"
50,alexanderrohrauer/multi-env-config-manager,https://github.com/alexanderrohrauer/multi-env-config-manager,"{'OpenAI': ['mcfg/src/main/java/org/example/OpenAIClientProducer.java', 'mcfg/src/main/java/org/example/utils/AIMerger.java']}"
51,NEGVS/cloud-def,https://github.com/NEGVS/cloud-def,"{'OpenAI': ['x-productB/src/main/java/xCloud/service/Main.java', 'x-productB/src/main/java/xCloud/config/OpenAIConfig.java']}"
52,JoelPereiraGH/SpringRestUsingOpenAISDK,https://github.com/JoelPereiraGH/SpringRestUsingOpenAISDK,"{'OpenAI': ['src/main/java/com/example/openai/service/OpenAiService.java', 'src/main/java/com/example/openai/config/OpenAiConfig.java']}"
53,PlanIT-3/PLANIT_BE,https://github.com/PlanIT-3/PLANIT_BE,"{'OpenAI': ['src/main/java/woojooin/planit/global/config/OpenAiConfig.java', 'src/main/java/woojooin/planit/global/util/openAiTemp/OpenAiUtil.java']}"
54,skxcv312/Shared-diaries,https://github.com/skxcv312/Shared-diaries,"{'OpenAI': ['src/main/java/org/zerock/study/domain/diaryGenerate/config/OpenAIConfig.java', 'src/main/java/org/zerock/study/domain/diaryGenerate/service/DiaryGenerateService.java']}"
55,madzarm/ppks-backend,https://github.com/madzarm/ppks-backend,"{'OpenAI': ['src/main/java/com/agrinext/backend/config/OpenAIConfig.java', 'src/main/java/com/agrinext/backend/service/AIChatService.java']}"
56,DavisGordon/Tedros,https://github.com/DavisGordon/Tedros,"{'OpenAI': ['tedrosbox/tdrs-box/tedros-core/src/main/java/org/tedros/ai/openai/ResponsesConversationExample.java', 'tedrosbox/tdrs-box/tedros-core/src/main/java/org/tedros/ai/openai/ResponsesFunctionCallingExample.java', 'tedrosbox/tdrs-box/tedros-core/src/main/java/org/tedros/ai/openai/CompletionsConversationExample.java', 'tedrosbox/tdrs-box/tedros-core/src/main/java/org/tedros/ai/openai/OpenAIClientFactory.java', 'tedrosbox/tdrs-box/tedros-core/src/main/java/org/tedros/ai/openai/FunctionCallingExample.java']}"
57,SongHyeonJin/gift-recommendation-service,https://github.com/SongHyeonJin/gift-recommendation-service,{'OpenAI': ['src/main/java/com/example/giftrecommender/config/OpenAiConfig.java']}
58,prgrms-be-devcourse/NBE7-9-2-Team08,https://github.com/prgrms-be-devcourse/NBE7-9-2-Team08,"{'OpenAI': ['backend/src/main/java/com/backend/global/openai/OpenAIConfig.java', 'backend/src/main/java/com/backend/domain/evaluation/service/impl/OpenAiGateway.java']}"
59,usershines/AbnormalityAccept,https://github.com/usershines/AbnormalityAccept,{'OpenAI': ['abnormalityAccept/src/main/java/com/abnormality/abnormalityaccept/config/AiChatConfig.java']}
60,hyeongjin21/gitpractice,https://github.com/hyeongjin21/gitpractice,{'OpenAI': ['Back-end/ieum/src/main/java/com/ieum/kr/config/ChatGPTClientConfig.java']}
61,universe-components/touchpoint,https://github.com/universe-components/touchpoint,"{'OpenAI': ['touchpoint-protocol/src/main/java/com/universe/touchpoint/ai/models/OpenAI.java', 'touchpoint-protocol/src/main/java/com/universe/touchpoint/agent/encoder/TextInputEncoder.java'], 'Anthropic': ['touchpoint-protocol/src/main/java/com/universe/touchpoint/ai/models/Anthropic.java']}"
62,m-marini/wheellyj,https://github.com/m-marini/wheellyj,{'OpenAI': ['docs/chatgpt-example.java']}
63,Ahaochan/project,https://github.com/Ahaochan/project,{'OpenAI': ['ahao-spring-boot-ai/src/main/java/moe/ahao/spring/boot/ai/config/OpenAIConfig.java']}
64,desprd/ai-plugin-idea,https://github.com/desprd/ai-plugin-idea,{'OpenAI': ['src/main/java/com/ilyaproject/ai_assistant_plugin/backend/gpt/nano/ApiCallGptNano.java']}
65,CarlosCharlesdev/EstudosSpringAPI,https://github.com/CarlosCharlesdev/EstudosSpringAPI,{'OpenAI': ['src/main/java/br/com/alura/screenmatchSpring/Service/ConsultaChatGPT.java']}
66,Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,"{'OpenAI': ['sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/AzureEntraIdSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/ResponsesConversationSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/CompletionsStreamingSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/AzureApiKeyCredentialSample.java', 'sdk/ai/azure-ai-projects/src/main/java/com/azure/ai/projects/InferenceClient.java', 'sdk/ai/azure-ai-projects/src/main/java/com/azure/ai/projects/implementation/InferenceClientImpl.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/CompletionsSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/EmbeddingsSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/ResponsesStreamingSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/ResponsesImageBase64Sample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/FunctionCallingSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/CompletionsConversationSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/ResponsesImageUrlSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/ResponsesSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/ImageGenerationSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/AudioTranscriptionsSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/CompletionsStreamingCancellationSample.java', 'sdk/openai/azure-ai-openai-stainless/src/samples/java/com/azure/ai/openai/stainless/StructuredOutputsSample.java']}"
67,hateStudyy/dakademo,https://github.com/hateStudyy/dakademo,"{'OpenAI': ['src/main/java/in/yumi/dakademo/DakaController.java', 'src/main/java/in/yumi/dakademo/aidemo/Main.java']}"
68,TACO-FOR-ALL/DiaryForMe,https://github.com/TACO-FOR-ALL/DiaryForMe,"{'OpenAI': ['Back/demo/demo/src/main/java/com/taco1/demo/service/OpenAIAPIService.java', 'Back/demo/src/main/java/com/taco1/demo/config/OpenAIConfig.java', 'Back/demo/demo/src/main/java/com/taco1/demo/config/OpenAIConfig.java', 'Back/demo/demo/src/main/java/com/taco1/demo/OpenAI/OpenAIProviderImpl.java', 'Back/demo/src/main/java/com/taco1/demo/service/OpenAIAPIService.java']}"
69,alexandevcwa/ozono-ai,https://github.com/alexandevcwa/ozono-ai,"{'OpenAI': ['ozono-ia-backend/src/main/java/com/ozono/ia/controller/AnalyzerController.java', 'ozono-ia-backend/src/main/java/com/ozono/ia/conf/OpenAIConf.java']}"
70,JustinStephenson/Connect-Four-LLM,https://github.com/JustinStephenson/Connect-Four-LLM,"{'OpenAI': ['backend/src/main/java/com/justinsoftware/connect_four_llm/llm/ollama/OllamaLLMClient.java', 'backend/src/main/java/com/justinsoftware/connect_four_llm/llm/openAI/OpenAILLMClient.java', 'backend/src/main/java/com/justinsoftware/connect_four_llm/configuration/OpenAIConfig.java']}"
71,aldainakrissy-ah/ai-tool-daisy-api,https://github.com/aldainakrissy-ah/ai-tool-daisy-api,{'OpenAI': ['src/main/java/com/example/ai/tool/analysis/ai_tool_daisy_api/configuration/OpenAIConfig.java']}
72,ManawatuCoder/AIConvenienceAPI,https://github.com/ManawatuCoder/AIConvenienceAPI,"{'OpenAI': ['azure-sdks/ai-src/implementation/InferenceClientImpl.java', 'azure-sdks/ai-src/InferenceClient.java']}"
73,OmkarPh/dummy-app,https://github.com/OmkarPh/dummy-app,{'OpenAI': ['src/EmbeddingsExample.java']}
74,KANG-HYUNIL/Taco3_1_Subtree_BackEnd,https://github.com/KANG-HYUNIL/Taco3_1_Subtree_BackEnd,"{'OpenAI': ['demo/src/main/java/com/taco1/demo/service/OpenAIAPIService.java', 'demo/src/main/java/com/taco1/demo/config/OpenAIConfig.java']}"
75,jongseo0703/jupiter,https://github.com/jongseo0703/jupiter,"{'OpenAI': ['gpt-service/src/main/java/com/example/gptservice/config/OpenAiConfig.java', 'gpt-service/src/main/java/com/example/gptservice/service/PricePredictionService.java']}"
76,zhaoyanbo1/mobile,https://github.com/zhaoyanbo1/mobile,"{'OpenAI': ['download/应用端/backend/src/main/java/com/kuafu/llm/config/OpenAIConfig.java', 'download/应用端/backend/src/main/java/com/kuafu/llm/service/ChatService.java']}"
77,elastic/elastic-otel-java,https://github.com/elastic/elastic-otel-java,"{'OpenAI': ['instrumentation/openai-client-instrumentation/instrumentation-1.1/src/main/java/co/elastic/otel/openai/v1_1/wrappers/InstrumentedOpenAiClient.java', 'examples/openai/src/main/java/openai/example/Chat.java', 'instrumentation/openai-client-instrumentation/instrumentation-1.1/src/test/java/co/elastic/otel/openai/v1_1/OpenAIRecordingExtension.java', 'examples/openai/src/main/java/openai/example/Embeddings.java', 'instrumentation/openai-client-instrumentation/instrumentation-1.1/src/main/java/co/elastic/otel/openai/v1_1/OpenAiOkHttpClientBuilderInstrumentation.java', 'instrumentation/openai-client-instrumentation/instrumentation-1.1/src/test/java/co/elastic/otel/openai/v1_1/wrappers/InstrumentationSettingsAccessor.java']}"
78,braintrustdata/braintrust-x-java,https://github.com/braintrustdata/braintrust-x-java,"{'OpenAI': ['src/main/java/dev/braintrust/instrumentation/openai/BraintrustOpenAI.java', 'src/main/java/dev/braintrust/instrumentation/openai/otel/InstrumentedOpenAiClient.java', 'src/main/java/dev/braintrust/instrumentation/openai/otel/OpenAITelemetry.java', 'examples/src/main/java/dev/braintrust/examples/OpenAIInstrumentationExample.java'], 'Anthropic': ['src/main/java/dev/braintrust/instrumentation/anthropic/otel/AnthropicTelemetry.java', 'src/main/java/dev/braintrust/instrumentation/anthropic/otel/InstrumentedAnthropicClient.java', 'examples/src/main/java/dev/braintrust/examples/AnthropicInstrumentationExample.java', 'src/main/java/dev/braintrust/instrumentation/anthropic/BraintrustAnthropic.java']}"
79,yminglai/awesome-gradebook,https://github.com/yminglai/awesome-gradebook,{'OpenAI': ['src/main/java/org/fp/GPT.java']}
80,storysoksok/Backend,https://github.com/storysoksok/Backend,"{'OpenAI': ['src/main/java/com/storysoksok/backend/service/gpt/GptService.java', 'src/main/java/com/storysoksok/backend/config/OpenAiConfig.java']}"
81,ows-eservices/instructor4j,https://github.com/ows-eservices/instructor4j,"{'OpenAI': ['instructor4j-openai/src/main/java/solutions/own/instructor4j/service/impl/OpenAiChatService.java', 'instructor4j-openai/src/main/java/solutions/own/instructor4j/service/AiChatService.java']}"
82,ivelinyanev/speech-to-speech-translator,https://github.com/ivelinyanev/speech-to-speech-translator,"{'OpenAI': ['backend/src/main/java/translator/services/SpeechToTextService.java', 'backend/src/main/java/translator/services/TextToSpeechService.java']}"
83,MichalAugustyniak/ai-based-crossword-creator,https://github.com/MichalAugustyniak/ai-based-crossword-creator,{'OpenAI': ['ai-service/src/main/java/com/aibasedcrosswordcreator/aiservice/chat/OpenAiChat.java']}
84,yidongfang/gp_submission,https://github.com/yidongfang/gp_submission,"{'OpenAI': ['gp-product/src/main/java/gp/product/ProductApplication.java', 'gp-auth/src/main/java/gp/auth/AuthApplication.java', 'gp-product-service/src/main/java/gp/product/service/ProductServiceApplication.java']}"
85,mzattera/predictive-powers,https://github.com/mzattera/predictive-powers,"{'OpenAI': ['eclipse/predictive-powers/src/main/java/io/github/mzattera/predictivepowers/openai/services/Test.java', 'eclipse/predictive-powers/src/main/java/io/github/mzattera/predictivepowers/openai/util/CleanupUtil.java', 'eclipse/predictive-powers/src/test/java/io/github/mzattera/predictivepowers/openai/services/CreateVariationTest.java', 'eclipse/predictive-powers/src/main/java/io/github/mzattera/predictivepowers/examples/AiEndpointExample.java']}"
86,ndung/nnfl,https://github.com/ndung/nnfl,{'OpenAI': ['src/main/java/io/sci/nnfl/config/OpenAiConfig.java']}
87,laucha12/designPatterns,https://github.com/laucha12/designPatterns,"{'OpenAI': ['src/main/java/org/example/ai/models/OpenAiTextModelAdapter.java'], 'Google': ['src/main/java/org/example/ai/models/GoogleTextModelAdapter.java']}"
